Period,Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
2017-2018,51,53,57,364.8025841,295.9096981,Pocillopora,shrink,none
2017-2018,44,57,67,97.98484454,53.82034543,Pocillopora,shrink,none
2017-2018,58,61,104,454.0336241,84.04541062,Pocillopora_dead,shrink,none
2017-2018,63,66,79,155.1600744,138.105708,Pocillopora,shrink,none
2017-2018,64,67,73,764.4826361,222.7332244,Pocillopora,shrink,split
2017-2018,64,67,108,764.4826361,15.53022682,Pocillopora,shrink,split
2017-2018,64,67,111,764.4826361,24.48843491,Pocillopora,shrink,split
2017-2018,64,67,114,764.4826361,2.812770695,Pocillopora,shrink,split
2017-2018,70,75,92,87.95573955,59.75693571,Pocillopora,shrink,none
2017-2018,73,79,94,245.5908745,231.0915525,Pocillopora,shrink,none
2017-2018,77,83,97,145.8819303,137.3725214,Pocillopora,shrink,none
2017-2018,81,87,103,962.3452798,229.3096867,Pocillopora,shrink,split
2017-2018,81,87,107,962.3452798,868.3507482,Pocillopora,shrink,split
2017-2018,83,89,105,176.0092373,135.9905756,Pocillopora,shrink,none
2017-2018,98,106,129,176.2980684,106.969714,Pocillopora,shrink,split
2017-2018,98,106,131,176.2980684,43.94232133,Pocillopora,shrink,split
2017-2018,101,109,135,72.6476905,63.52951441,Pocillopora,shrink,none
2017-2018,104,113,132,488.1734618,295.6786332,Pocillopora,shrink,split
2017-2018,104,113,172,488.1734618,224.7283809,Pocillopora,shrink,split
2017-2018,106,115,130,103.5748375,64.58708065,Pocillopora,shrink,none
2017-2018,58,117,169,187.0470294,43.78679688,Pocillopora_dead,shrink,none
2017-2018,108,118,145,369.5616321,273.5097343,Pocillopora,shrink,none
2017-2018,110,120,142,111.3866082,85.10297685,Pocillopora,shrink,none
2017-2018,117,128,158,113.0840465,68.32411091,Pocillopora_dead,shrink,none
2017-2018,118,129,156,227.4478369,62.48083529,Pocillopora,shrink,split
2017-2018,118,129,162,227.4478369,126.6013426,Pocillopora,shrink,split
2017-2018,137,151,192,505.1789491,169.992663,Pocillopora,shrink,split
2017-2018,137,151,208,505.1789491,290.4219069,Pocillopora,shrink,split
2017-2018,137,151,218,505.1789491,15.97902594,Pocillopora,shrink,split
2017-2018,139,153,180,117.9541834,89.28436267,Pocillopora,shrink,none
2017-2018,144,161,191,662.9607213,520.1448443,Pocillopora,shrink,none
2017-2018,145,162,200,305.6899639,249.5411954,Pocillopora,shrink,none
2017-2018,150,169,197,244.8932362,135.3418165,Pocillopora,shrink,split
2017-2018,150,169,215,244.8932362,122.8954172,Pocillopora,shrink,split
2017-2018,151,170,193,438.6278168,198.9957504,Pocillopora,shrink,split
2017-2018,156,176,206,408.3938645,173.9252097,Pocillopora,shrink,split
2017-2018,156,176,225,408.3938645,134.5997427,Pocillopora,shrink,split
2017-2018,156,176,236,408.3938645,153.9380967,Pocillopora,shrink,split
2017-2018,156,176,247,408.3938645,67.46650467,Pocillopora,shrink,split
2017-2018,161,181,213,70.59921137,58.9970877,Pocillopora_dead,shrink,none
2017-2018,163,183,220,189.2199281,119.4472181,Pocillopora,shrink,none
2017-2018,166,186,228,165.0692034,155.0534291,Pocillopora,shrink,none
2017-2018,172,193,251,275.0516481,114.4037825,Pocillopora,shrink,none
2017-2018,174,195,234,458.1172517,404.2124787,Pocillopora,shrink,none
2017-2018,176,197,249,174.3562346,24.96833892,Pocillopora_dead,shrink,none
2017-2018,180,201,244,187.6869014,97.95373965,Pocillopora,shrink,none
2017-2018,190,211,250,433.3488728,320.6203108,Pocillopora,shrink,split
2017-2018,190,211,260,433.3488728,181.3370605,Pocillopora,shrink,split
2017-2018,199,224,268,219.2050413,40.49856574,Pocillopora,shrink,none
2017-2018,200,227,269,478.9353097,359.403664,Pocillopora,shrink,split
2017-2018,200,227,284,478.9353097,195.6275353,Pocillopora,shrink,split
2017-2018,211,241,293,261.2321902,215.9923506,Pocillopora,shrink,none
2017-2018,214,244,813,196.9828197,53.69592587,Pocillopora,shrink,none
2017-2018,218,249,295,642.9202855,417.858638,Pocillopora,shrink,split
2017-2018,218,249,309,642.9202855,137.6080298,Pocillopora,shrink,split
2017-2018,219,250,297,164.6959448,88.36899022,Pocillopora,shrink,none
2017-2018,231,265,335,107.0852464,59.77470993,Pocillopora,shrink,none
2017-2018,234,268,322,56.64200323,19.62274153,Pocillopora,shrink,none
2017-2018,238,272,326,217.0188119,157.0663598,Pocillopora,shrink,none
2017-2018,247,284,339,40.02754884,37.34364126,Pocillopora,shrink,none
2017-2018,251,288,369,382.2746447,48.57694982,Pocillopora,shrink,none
2017-2018,259,297,347,324.2551392,274.1984854,Acropora,shrink,none
2017-2018,261,299,355,702.8416328,469.3372296,Pocillopora,shrink,split
2017-2018,261,299,389,702.8416328,46.05301024,Pocillopora,shrink,split
2017-2018,261,299,392,702.8416328,161.9187225,Pocillopora,shrink,split
2017-2018,272,310,364,279.6862766,262.2231031,Pocillopora,shrink,none
2017-2018,278,316,376,56.58423701,46.7373178,Pocillopora,shrink,none
2017-2018,280,318,387,121.197979,108.1028206,Pocillopora_dead,shrink,none
2017-2018,288,326,382,324.237365,135.3906956,Pocillopora,shrink,split
2017-2018,288,326,397,324.237365,227.2034414,Pocillopora,shrink,split
2017-2018,295,337,394,314.5593009,208.8071212,Pocillopora,shrink,split
2017-2018,295,337,411,314.5593009,188.0068374,Pocillopora,shrink,split
2017-2018,297,339,398,117.0610287,55.624429,Pocillopora,shrink,split
2017-2018,297,339,405,117.0610287,62.26310107,Pocillopora,shrink,split
2017-2018,298,340,403,167.673127,125.9125915,Pocillopora,shrink,none
2017-2018,307,349,404,93.64793427,81.03712348,Pocillopora,shrink,none
2017-2018,310,352,417,334.3597847,194.2500331,Pocillopora,shrink,none
2017-2018,319,362,421,395.8186022,372.0144748,Pocillopora,shrink,split
2017-2018,319,362,457,395.8186022,46.95949558,Pocillopora,shrink,split
2017-2018,289,365,441,134.4531053,27.11901983,Pocillopora_dead,shrink,none
2017-2018,327,372,433,449.9366658,415.7657233,Pocillopora,shrink,none
2017-2018,329,374,436,74.55841941,47.31942358,Pocillopora,shrink,none
2017-2018,333,378,438,454.2913503,304.7923657,Pocillopora,shrink,none
2017-2018,334,379,452,194.5388642,50.15885561,Pocillopora,shrink,split
2017-2018,344,391,473,321.7934094,278.2998872,Pocillopora,shrink,split
2017-2018,344,391,475,321.7934094,3.73703026,Pocillopora,shrink,split
2017-2018,353,400,470,86.3293982,68.38632068,Pocillopora,shrink,none
2017-2018,356,403,479,366.0645539,332.0402487,Pocillopora,shrink,none
2017-2018,358,405,468,229.647397,181.6303351,Pocillopora,shrink,none
2017-2018,359,406,493,312.3508538,19.9160162,Pocillopora,shrink,none
2017-2018,361,408,476,394.9876573,144.4333312,Pocillopora,shrink,split
2017-2018,361,408,504,394.9876573,249.5545261,Pocillopora,shrink,split
2017-2018,362,409,485,206.6831016,121.5001408,Pocillopora,shrink,split
2017-2018,362,409,489,206.6831016,81.58812437,Pocillopora,shrink,split
2017-2018,376,424,503,328.3654282,186.6071174,Pocillopora,shrink,split
2017-2018,376,424,510,328.3654282,96.66955208,Pocillopora,shrink,split
2017-2018,289,431,508,478.6953577,227.0879089,Pocillopora,shrink,split
2017-2018,289,431,521,478.6953577,63.78279708,Pocillopora,shrink,split
2017-2018,289,431,533,478.6953577,3.323779589,Pocillopora,shrink,split
2017-2018,385,435,514,183.6699272,143.655709,Pocillopora,shrink,none
2017-2018,386,436,513,257.3263048,124.757267,Pocillopora,shrink,none
2017-2018,396,446,543,384.0209621,186.7048756,Pocillopora,shrink,none
2017-2018,397,447,529,106.8452944,99.74893611,Pocillopora,shrink,none
2017-2018,401,451,531,220.7291809,147.3705215,Pocillopora,shrink,none
2017-2018,402,453,534,76.3313981,45.69308223,Pocillopora,shrink,none
2017-2018,404,455,537,142.7136752,90.6129858,Pocillopora,shrink,none
2017-2018,405,457,540,69.56830647,59.01041837,Pocillopora,shrink,none
2017-2018,409,461,551,177.2712071,80.65053414,Pocillopora,shrink,split
2017-2018,409,461,552,177.2712071,78.31322389,Pocillopora,shrink,split
2017-2018,411,463,545,123.1620306,107.0808028,Pocillopora,shrink,none
2017-2018,416,469,815,70.50589671,27.24788294,Pocillopora,shrink,none
2017-2018,426,481,573,239.9786637,119.8471381,Pocillopora,shrink,none
2017-2018,428,484,567,333.66659,264.6670586,Pocillopora,shrink,split
2017-2018,428,484,579,333.66659,34.1176199,Pocillopora,shrink,split
2017-2018,428,484,583,333.66659,53.2426832,Pocillopora,shrink,split
2017-2018,429,485,570,84.12095106,29.1230634,Pocillopora_dead,shrink,none
2017-2018,433,489,574,510.289038,411.548789,Pocillopora,shrink,split
2017-2018,433,489,603,510.289038,86.52491464,Pocillopora,shrink,split
2017-2018,442,498,592,303.1749115,234.7397117,Pocillopora,shrink,none
2017-2018,446,503,604,284.3253486,12.17089879,Pocillopora,shrink,split
2017-2018,462,519,616,237.1925544,44.32002355,Pocillopora,shrink,split
2017-2018,473,533,625,451.5141281,299.2379212,Pocillopora,shrink,split
2017-2018,473,533,640,451.5141281,299.6422848,Pocillopora,shrink,split
2017-2018,475,535,630,321.9622646,269.0350738,Pocillopora,shrink,split
2017-2018,475,535,651,321.9622646,81.56146304,Pocillopora,shrink,split
2017-2018,486,546,652,388.8599941,312.5330396,Pocillopora,shrink,split
2017-2018,486,546,662,388.8599941,107.7340055,Pocillopora,shrink,split
2017-2018,489,549,650,114.8259203,106.5520197,Pocillopora,shrink,none
2017-2018,495,556,667,337.3236363,268.452968,Pocillopora,shrink,none
2017-2018,501,562,665,286.6537718,257.1352319,Pocillopora,shrink,none
2017-2018,504,565,668,259.063735,194.9032357,Pocillopora,shrink,split
2017-2018,504,565,675,259.063735,94.98988806,Pocillopora,shrink,split
2017-2018,506,567,678,340.5674319,318.9228725,Pocillopora,shrink,none
2017-2018,517,579,699,155.7332931,135.7950591,Pocillopora,shrink,split
2017-2018,517,579,700,155.7332931,11.60212367,Pocillopora,shrink,split
2017-2018,518,580,696,564.6248359,469.6393914,Pocillopora,shrink,split
2017-2018,518,580,716,564.6248359,173.0498293,Pocillopora,shrink,split
2017-2018,527,590,717,412.508597,72.71434384,Pocillopora,shrink,split
2017-2018,527,590,728,412.508597,320.4336814,Pocillopora,shrink,split
2017-2018,527,590,732,412.508597,16.88995484,Pocillopora,shrink,split
2017-2018,543,608,735,416.9877011,185.971689,Pocillopora,shrink,split
2017-2018,543,608,756,416.9877011,227.1323445,Pocillopora,shrink,split
2017-2018,546,611,750,75.50489676,46.43959958,Pocillopora,shrink,none
2017-2018,554,619,747,384.1987043,308.969308,Pocillopora,shrink,split
2017-2018,554,619,762,384.1987043,31.84696299,Pocillopora,shrink,split
2017-2018,555,620,761,146.9528272,85.92503464,Pocillopora,shrink,none
2017-2018,558,623,753,686.5737758,94.2655885,Pocillopora,shrink,split
2017-2018,558,623,760,686.5737758,281.3303921,Pocillopora,shrink,split
2017-2018,558,623,769,686.5737758,67.75089223,Pocillopora,shrink,split
2017-2018,558,623,781,686.5737758,274.962777,Pocillopora,shrink,split
2017-2018,559,624,758,126.0103497,106.0587851,Pocillopora,shrink,none
2017-2018,562,627,767,345.1976168,46.9372778,Pocillopora,shrink,split
2017-2018,570,635,818,96.92283475,89.40433867,Pocillopora,shrink,none
2017-2018,576,641,789,119.6960572,101.4286001,Pocillopora,shrink,none
2017-2018,592,658,58,231.087109,81.40593859,Pocillopora,shrink,none
2017-2018,593,659,68,72.45661761,9.540313873,Pocillopora,shrink,none
2017-2018,595,661,1,108.1828046,80.12175102,Pocillopora,shrink,none
2017-2018,132,667,194,43.41353821,34.84636302,Pocillopora,shrink,none
2017-2018,603,670,300,34.21093456,29.62962874,Pocillopora,shrink,none
2017-2018,606,673,408,155.8177207,141.0251241,Pocillopora,shrink,none
2017-2018,611,678,681,73.48752251,33.62438523,Pocillopora,shrink,split
2017-2018,611,678,689,73.48752251,15.36137171,Pocillopora,shrink,split
2017-2018,612,679,695,87.90241688,20.7069691,Pocillopora,shrink,none
2017-2018,616,683,708,285.7206251,220.8536004,Pocillopora,shrink,none
2018-2019,0,-1,1,0,315.248052,Pocillopora_dead,born,none
2018-2019,814,-1,3,0,339.4432123,Pocillopora_dead,born,none
2018-2019,815,-1,6,0,560.8255958,Pocillopora_dead,born,none
2018-2019,814,-1,8,0,416.7255313,Pocillopora_dead,born,none
2018-2019,815,-1,12,0,231.5847872,Pocillopora_dead,born,none
2018-2019,816,-1,14,0,510.2845944,Pocillopora_dead,born,none
2018-2019,632,-1,18,0,80.1039768,Pocillopora_dead,born,none
2018-2019,817,-1,21,0,30.29171853,Pocillopora,born,none
2018-2019,818,-1,23,0,226.9634894,Pocillopora_dead,born,none
2018-2019,814,-1,26,0,495.6697401,Pocillopora_dead,born,none
2018-2019,0,-1,27,0,491.6172174,Pocillopora_dead,born,none
2018-2019,46,-1,29,0,477.2467586,Pocillopora_dead,born,none
2018-2019,819,-1,38,0,37.69468215,Pocillopora,born,none
2018-2019,0,-1,40,0,222.7509987,Pocillopora_dead,born,none
2018-2019,820,-1,41,0,49.20793471,Pocillopora_dead,born,none
2018-2019,58,-1,46,0,340.7718354,Pocillopora_dead,born,none
2018-2019,821,-1,52,0,47.23055247,Pocillopora_dead,born,none
2018-2019,822,-1,53,0,23.91965979,Pocillopora_dead,born,none
2018-2019,0,-1,55,0,50.78539695,Pocillopora_dead,born,none
2018-2019,823,-1,59,0,59.9480086,Pocillopora_dead,born,none
2018-2019,46,-1,63,0,441.6138862,Pocillopora_dead,born,none
2018-2019,46,-1,66,0,133.3111116,Pocillopora_dead,born,none
2018-2019,84,-1,67,0,178.0488293,Pocillopora_dead,born,none
2018-2019,58,-1,72,0,362.4919352,Pocillopora_dead,born,none
2018-2019,58,-1,76,0,116.5500198,Pocillopora_dead,born,none
2018-2019,58,-1,78,0,398.3469853,Pocillopora_dead,born,none
2018-2019,58,-1,80,0,399.9066733,Pocillopora_dead,born,none
2018-2019,58,-1,81,0,298.7357994,Pocillopora_dead,born,none
2018-2019,84,-1,82,0,664.8670067,Pocillopora_dead,born,none
2018-2019,645,-1,84,0,72.54993228,Pocillopora_dead,born,none
2018-2019,824,-1,86,0,139.1810485,Pocillopora_dead,born,none
2018-2019,825,-1,88,0,18.4052073,Pocillopora,born,none
2018-2019,46,-1,90,0,172.6143608,Pocillopora_dead,born,none
2018-2019,58,-1,91,0,285.8761495,Pocillopora_dead,born,none
2018-2019,90,-1,92,0,925.5037604,Pocillopora_dead,born,none
2018-2019,90,-1,93,0,107.2629886,Pocillopora_dead,born,none
2018-2019,826,-1,94,0,685.1829429,Pocillopora_dead,born,none
2018-2019,46,-1,99,0,51.58523696,Pocillopora_dead,born,none
2018-2019,827,-1,104,0,36.05501014,Pocillopora_dead,born,none
2018-2019,58,-1,105,0,234.5086468,Pocillopora_dead,born,none
2018-2019,828,-1,106,0,100.819833,Pocillopora,born,none
2018-2019,655,-1,109,0,41.11177641,Pocillopora_dead,born,none
2018-2019,58,-1,111,0,337.6968949,Pocillopora_dead,born,none
2018-2019,829,-1,112,0,32.34464121,Pocillopora,born,none
2018-2019,655,-1,113,0,61.40993839,Pocillopora_dead,born,none
2018-2019,830,-1,116,0,19.55164464,Pocillopora,born,none
2018-2019,58,-1,118,0,117.3276421,Pocillopora_dead,born,none
2018-2019,90,-1,123,0,577.6755587,Pocillopora_dead,born,none
2018-2019,831,-1,125,0,1012.210861,Pocillopora_dead,born,none
2018-2019,832,-1,126,0,65.15585576,Pocillopora_dead,born,none
2018-2019,58,-1,132,0,51.13199429,Pocillopora_dead,born,none
2018-2019,833,-1,139,0,32.15801188,Pocillopora_dead,born,none
2018-2019,834,-1,143,0,133.0400547,Pocillopora_dead,born,none
2018-2019,181,-1,148,0,129.3030244,Pocillopora_dead,born,none
2018-2019,58,-1,149,0,351.3608284,Pocillopora_dead,born,none
2018-2019,58,-1,158,0,38.59672394,Pocillopora_dead,born,none
2018-2019,835,-1,159,0,82.27687549,Pocillopora,born,none
2018-2019,836,-1,162,0,72.37663361,Pocillopora_dead,born,none
2018-2019,837,-1,163,0,28.28323139,Pocillopora_dead,born,none
2018-2019,58,-1,165,0,331.0093438,Pocillopora_dead,born,none
2018-2019,186,-1,168,0,79.38412079,Pocillopora_dead,born,none
2018-2019,838,-1,169,0,94.04341072,Pocillopora_dead,born,none
2018-2019,839,-1,173,0,95.14096895,Pocillopora_dead,born,none
2018-2019,186,-1,178,0,121.677883,Pocillopora_dead,born,none
2018-2019,840,-1,185,0,119.7671541,Pocillopora_dead,born,none
2018-2019,841,-1,187,0,331.6847642,Pocillopora_dead,born,none
2018-2019,90,-1,188,0,1031.39369,Pocillopora_dead,born,none
2018-2019,186,-1,189,0,325.237165,Pocillopora_dead,born,none
2018-2019,838,-1,193,0,269.412776,Pocillopora_dead,born,none
2018-2019,181,-1,194,0,965.6512852,Pocillopora_dead,born,none
2018-2019,58,-1,195,0,87.76466666,Pocillopora_dead,born,none
2018-2019,838,-1,198,0,285.6273104,Pocillopora_dead,born,none
2018-2019,90,-1,199,0,851.4385756,Pocillopora_dead,born,none
2018-2019,842,-1,200,0,185.8694872,Pocillopora_dead,born,none
2018-2019,843,-1,206,0,108.8315638,Pocillopora_dead,born,none
2018-2019,838,-1,208,0,954.3424362,Pocillopora_dead,born,none
2018-2019,191,-1,209,0,212.588587,Pocillopora_dead,born,none
2018-2019,90,-1,211,0,47.77710981,Pocillopora_dead,born,none
2018-2019,844,-1,212,0,700.1888301,Pocillopora_dead,born,none
2018-2019,181,-1,223,0,519.9804328,Pocillopora_dead,born,none
2018-2019,845,-1,228,0,32.56237544,Pocillopora_dead,born,none
2018-2019,846,-1,229,0,1131.635861,Pocillopora_dead,born,none
2018-2019,847,-1,235,0,307.6629026,Pocillopora_dead,born,none
2018-2019,848,-1,236,0,208.1672492,Pocillopora_dead,born,none
2018-2019,849,-1,238,0,88.40009511,Pocillopora,born,none
2018-2019,846,-1,239,0,62.72078729,Pocillopora_dead,born,none
2018-2019,846,-1,241,0,525.997007,Pocillopora_dead,born,none
2018-2019,850,-1,243,0,733.9642962,Pocillopora_dead,born,none
2018-2019,851,-1,245,0,243.995638,Pocillopora,born,none
2018-2019,191,-1,246,0,449.2479147,Pocillopora_dead,born,none
2018-2019,838,-1,249,0,69.75493581,Pocillopora_dead,born,none
2018-2019,852,-1,250,0,59.57474993,Pocillopora_dead,born,none
2018-2019,846,-1,251,0,163.6028301,Pocillopora_dead,born,none
2018-2019,853,-1,254,0,291.2217469,Pocillopora_dead,born,none
2018-2019,854,-1,256,0,38.15681194,Pocillopora_dead,born,none
2018-2019,289,-1,258,0,532.3957271,Pocillopora_dead,born,none
2018-2019,223,-1,260,0,90.42635646,Pocillopora_dead,born,none
2018-2019,855,-1,266,0,134.0576289,Pocillopora_dead,born,none
2018-2019,191,-1,267,0,548.174793,Pocillopora_dead,born,none
2018-2019,856,-1,269,0,72.48327895,Pocillopora_dead,born,none
2018-2019,857,-1,271,0,72.85653762,Pocillopora_dead,born,none
2018-2019,284,-1,272,0,384.5897372,Pocillopora,born,none
2018-2019,853,-1,273,0,83.85433773,Pocillopora_dead,born,none
2018-2019,858,-1,275,0,45.51534001,Pocillopora,born,none
2018-2019,859,-1,278,0,25.02166158,Pocillopora_dead,born,none
2018-2019,860,-1,279,0,619.2716826,Pocillopora_dead,born,none
2018-2019,223,-1,281,0,31.48703498,Pocillopora_dead,born,none
2018-2019,253,-1,284,0,830.2828074,Pocillopora_dead,born,none
2018-2019,289,-1,285,0,960.9277856,Pocillopora_dead,born,none
2018-2019,253,-1,287,0,825.5726385,Pocillopora_dead,born,none
2018-2019,289,-1,288,0,53.87366809,Pocillopora_dead,born,none
2018-2019,289,-1,290,0,31.23375231,Pocillopora_dead,born,none
2018-2019,289,-1,291,0,1244.391084,Pocillopora_dead,born,none
2018-2019,861,-1,297,0,529.4363191,Pocillopora_dead,born,none
2018-2019,862,-1,298,0,17.26321351,Pocillopora_dead,born,none
2018-2019,289,-1,300,0,204.9812198,Pocillopora_dead,born,none
2018-2019,289,-1,303,0,214.6370661,Pocillopora_dead,born,none
2018-2019,863,-1,309,0,62.43195618,Pocillopora_dead,born,none
2018-2019,299,-1,310,0,602.6838896,Pocillopora_dead,born,none
2018-2019,864,-1,311,0,559.0259558,Pocillopora_dead,born,none
2018-2019,263,-1,313,0,26.34584115,Pocillopora,born,none
2018-2019,191,-1,320,0,162.8785305,Pocillopora_dead,born,none
2018-2019,253,-1,322,0,731.5247842,Pocillopora_dead,born,none
2018-2019,191,-1,323,0,79.12195101,Pocillopora_dead,born,none
2018-2019,299,-1,324,0,235.2285028,Pocillopora_dead,born,none
2018-2019,289,-1,328,0,905.0234126,Pocillopora_dead,born,none
2018-2019,865,-1,342,0,18.33855396,Pocillopora_dead,born,none
2018-2019,301,-1,345,0,103.2771193,Pocillopora_dead,born,none
2018-2019,866,-1,347,0,851.1586316,Pocillopora_dead,born,none
2018-2019,867,-1,354,0,76.83796344,Pocillopora_dead,born,none
2018-2019,868,-1,358,0,28.39876384,Pocillopora_dead,born,none
2018-2019,295,-1,360,0,86.37827731,Pocillopora,born,none
2018-2019,289,-1,362,0,1357.328494,Pocillopora_dead,born,none
2018-2019,299,-1,363,0,415.6946264,Pocillopora_dead,born,none
2018-2019,289,-1,365,0,200.4443496,Pocillopora_dead,born,none
2018-2019,314,-1,367,0,491.9682583,Pocillopora_dead,born,none
2018-2019,869,-1,368,0,46.83063247,Pocillopora_dead,born,none
2018-2019,870,-1,371,0,112.1731176,Pocillopora_dead,born,none
2018-2019,871,-1,376,0,8.22057786,Pocillopora_dead,born,none
2018-2019,379,-1,377,0,771.192405,Pocillopora_dead,born,none
2018-2019,872,-1,378,0,11.50436545,Pocillopora_dead,born,none
2018-2019,289,-1,379,0,23.63082868,Pocillopora_dead,born,none
2018-2019,873,-1,381,0,22.66657712,Pocillopora_dead,born,none
2018-2019,289,-1,387,0,159.80359,Pocillopora_dead,born,none
2018-2019,379,-1,391,0,208.2783381,Pocillopora_dead,born,none
2018-2019,289,-1,393,0,327.8322015,Pocillopora_dead,born,none
2018-2019,289,-1,394,0,579.781804,Pocillopora_dead,born,none
2018-2019,314,-1,395,0,22.14668111,Pocillopora_dead,born,none
2018-2019,289,-1,396,0,834.7352501,Pocillopora_dead,born,none
2018-2019,874,-1,397,0,93.63904716,Pocillopora_dead,born,none
2018-2019,875,-1,398,0,57.73067436,Pocillopora_dead,born,none
2018-2019,876,-1,399,0,216.0234555,Pocillopora_dead,born,none
2018-2019,877,-1,400,0,23.37754601,Pocillopora_dead,born,none
2018-2019,289,-1,404,0,119.7893719,Pocillopora_dead,born,none
2018-2019,878,-1,405,0,36.63267237,Pocillopora_dead,born,none
2018-2019,314,-1,408,0,43.955652,Pocillopora_dead,born,none
2018-2019,879,-1,409,0,109.209266,Pocillopora_dead,born,none
2018-2019,880,-1,410,0,6.167655173,Pocillopora_dead,born,none
2018-2019,379,-1,411,0,41.8138582,Pocillopora_dead,born,none
2018-2019,379,-1,416,0,364.3093494,Pocillopora_dead,born,none
2018-2019,289,-1,417,0,833.1355701,Pocillopora_dead,born,none
2018-2019,314,-1,418,0,190.5441077,Pocillopora_dead,born,none
2018-2019,364,-1,421,0,312.4263942,Pocillopora_dead,born,none
2018-2019,881,-1,422,0,32.15801188,Pocillopora_dead,born,none
2018-2019,882,-1,424,0,39.29436217,Pocillopora_dead,born,none
2018-2019,383,-1,430,0,416.6277731,Pocillopora_dead,born,none
2018-2019,383,-1,431,0,193.3835397,Pocillopora_dead,born,none
2018-2019,289,-1,434,0,802.4661494,Pocillopora_dead,born,none
2018-2019,314,-1,435,0,65.55133221,Pocillopora_dead,born,none
2018-2019,883,-1,436,0,52.5717063,Pocillopora_dead,born,none
2018-2019,884,-1,440,0,59.17482993,Pocillopora_dead,born,none
2018-2019,379,-1,443,0,243.315774,Pocillopora_dead,born,none
2018-2019,314,-1,444,0,357.1729991,Pocillopora_dead,born,none
2018-2019,314,-1,445,0,589.4021019,Pocillopora_dead,born,none
2018-2019,885,-1,446,0,75.12719453,Pocillopora_dead,born,none
2018-2019,289,-1,450,0,267.0221431,Pocillopora_dead,born,none
2018-2019,379,-1,453,0,116.7366492,Pocillopora_dead,born,none
2018-2019,379,-1,455,0,330.0850842,Pocillopora_dead,born,none
2018-2019,383,-1,456,0,696.9272603,Pocillopora_dead,born,none
2018-2019,383,-1,458,0,327.2278779,Pocillopora_dead,born,none
2018-2019,379,-1,459,0,903.5170473,Pocillopora_dead,born,none
2018-2019,289,-1,461,0,564.6026181,Pocillopora_dead,born,none
2018-2019,886,-1,463,0,137.065916,Pocillopora,born,none
2018-2019,887,-1,465,0,179.9462276,Pocillopora_dead,born,none
2018-2019,405,-1,468,0,79.22859635,Pocillopora,born,none
2018-2019,888,-1,469,0,818.3518606,Pocillopora_dead,born,none
2018-2019,289,-1,471,0,259.5125342,Pocillopora_dead,born,none
2018-2019,889,-1,472,0,105.1034206,Pocillopora_dead,born,none
2018-2019,289,-1,474,0,397.04058,Pocillopora_dead,born,none
2018-2019,383,-1,480,0,34.08651501,Pocillopora_dead,born,none
2018-2019,890,-1,482,0,23.40420735,Pocillopora,born,none
2018-2019,379,-1,483,0,166.5800123,Pocillopora_dead,born,none
2018-2019,289,-1,485,0,271.7678605,Pocillopora_dead,born,none
2018-2019,427,-1,487,0,506.4409188,Pocillopora_dead,born,none
2018-2019,383,-1,493,0,157.1596745,Pocillopora_dead,born,none
2018-2019,289,-1,501,0,535.0707476,Pocillopora_dead,born,none
2018-2019,891,-1,505,0,70.66142115,Pocillopora_dead,born,none
2018-2019,892,-1,508,0,14.89035482,Pocillopora_dead,born,none
2018-2019,893,-1,509,0,32.31353632,Pocillopora_dead,born,none
2018-2019,894,-1,513,0,660.0990715,Pocillopora_dead,born,none
2018-2019,895,-1,515,0,21.75564822,Pocillopora,born,none
2018-2019,379,-1,517,0,37.28143148,Pocillopora_dead,born,none
2018-2019,749,-1,520,0,54.81570188,Pocillopora_dead,born,none
2018-2019,896,-1,522,0,389.6331728,Pocillopora_dead,born,none
2018-2019,379,-1,524,0,21.96005178,Pocillopora_dead,born,none
2018-2019,897,-1,526,0,78.93087812,Pocillopora_dead,born,none
2018-2019,898,-1,528,0,34.08651501,Pocillopora,born,none
2018-2019,289,-1,533,0,97.15389964,Pocillopora_dead,born,none
2018-2019,896,-1,534,0,284.711938,Pocillopora_dead,born,none
2018-2019,899,-1,538,0,48.85245027,Pocillopora_dead,born,none
2018-2019,900,-1,540,0,155.7777287,Pocillopora,born,none
2018-2019,896,-1,543,0,59.04152326,Pocillopora_dead,born,none
2018-2019,762,-1,544,0,352.7783226,Pocillopora_dead,born,none
2018-2019,901,-1,546,0,103.3082241,Pocillopora_dead,born,none
2018-2019,902,-1,549,0,22.27110067,Pocillopora_dead,born,none
2018-2019,767,-1,550,0,376.1292073,Pocillopora_dead,born,none
2018-2019,903,-1,554,0,68.11082024,Pocillopora_dead,born,none
2018-2019,904,-1,557,0,513.8572131,Pocillopora_dead,born,none
2018-2019,905,-1,558,0,41.27618797,Pocillopora_dead,born,none
2018-2019,906,-1,559,0,98.78468454,Pocillopora,born,none
2018-2019,907,-1,560,0,453.6337041,Pocillopora_dead,born,none
2018-2019,908,-1,562,0,95.55421962,Pocillopora,born,none
2018-2019,909,-1,563,0,207.349635,Pocillopora_dead,born,none
2018-2019,762,-1,566,0,117.518715,Pocillopora_dead,born,none
2018-2019,762,-1,569,0,376.0181184,Pocillopora_dead,born,none
2018-2019,767,-1,570,0,67.3243109,Pocillopora_dead,born,none
2018-2019,910,-1,573,0,453.9803014,Pocillopora_dead,born,none
2018-2019,911,-1,576,0,110.3201549,Pocillopora_dead,born,none
